signal_idx,entry_time,date,strategy,direction,reason,level,spread_moves,body_moves,recent_moves,entry,stop,target,exit_price,exit_time,outcome,pnl_moves,hold_minutes,ambiguous_same_candle
4186,2026-06-05 09:51:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 39.0 moves from recent high + red candle,1.16228,4.0,18.5,34.0,1.16187,1.16205,1.16162,1.16205,2026-06-05 09:52:00+03:00,LOSS,-18.0,1,False
4198,2026-06-05 10:03:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 24.5 moves from recent low + green candle,1.16205,1.0,9.0,8.0,1.1623,1.16212,1.16255,1.16255,2026-06-05 10:10:00+03:00,WIN,25.0,7,False
4203,2026-06-05 10:08:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 32.0 moves from recent low + green candle,1.16217,5.0,9.5,19.5,1.16252,1.16234,1.16277,1.16277,2026-06-05 10:15:00+03:00,WIN,25.0,7,False
4210,2026-06-05 10:15:00+03:00,2026-06-05,Fast Impulse Breakout,BUY,Break above 20m high + 22.5 moves impulse,1.16272,2.0,18.0,22.5,1.16282,1.16264,1.16307,1.16264,2026-06-05 10:18:00+03:00,LOSS,-18.0,3,False
4217,2026-06-05 10:22:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 28.5 moves from recent low + green candle,1.16257,4.0,9.0,7.0,1.16288,1.1627,1.16313,1.16313,2026-06-05 10:33:00+03:00,WIN,25.0,11,False
4224,2026-06-05 10:29:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 37.0 moves from recent low + green candle,1.16265,2.0,8.0,14.5,1.16303,1.16285,1.16328,1.16328,2026-06-05 10:33:00+03:00,WIN,25.0,4,False
4232,2026-06-05 10:37:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 55.5 moves from recent low + green candle,1.1629,3.0,8.5,38.0,1.16347,1.16329,1.16372,1.16329,2026-06-05 10:44:00+03:00,LOSS,-18.0,7,False
4243,2026-06-05 10:48:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 31.0 moves from recent low + green candle,1.16329,5.0,9.0,20.5,1.16362,1.16344,1.16387,1.16344,2026-06-05 10:50:00+03:00,LOSS,-18.0,2,False
4252,2026-06-05 10:57:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 29.5 moves from recent high + red candle,1.16361,5.0,12.5,8.5,1.16329,1.16347,1.16304,1.16347,2026-06-05 10:58:00+03:00,LOSS,-18.0,1,False
4258,2026-06-05 11:03:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 41.0 moves from recent low + green candle,1.16318,3.0,17.0,11.5,1.16361,1.16343,1.16386,1.16386,2026-06-05 11:14:00+03:00,WIN,25.0,11,False
4263,2026-06-05 11:08:00+03:00,2026-06-05,Fast Impulse Breakout,BUY,Break above 20m high + 24.5 moves impulse,1.16381,1.0,16.0,24.5,1.16384,1.16366,1.16409,1.16366,2026-06-05 11:10:00+03:00,LOSS,-18.0,2,False
4269,2026-06-05 11:14:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 37.0 moves from recent low + green candle,1.16357,4.0,17.5,21.5,1.16396,1.16378,1.16421,1.16378,2026-06-05 11:17:00+03:00,LOSS,-18.0,3,False
4275,2026-06-05 11:20:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 24.5 moves from recent high + red candle,1.16399,3.0,20.5,14.5,1.16373,1.16391,1.16348,1.16391,2026-06-05 11:24:00+03:00,LOSS,-18.0,4,False
4282,2026-06-05 11:27:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 27.5 moves from recent high + red candle,1.16399,5.0,12.5,6.5,1.16369,1.16387,1.16344,1.16387,2026-06-05 11:30:00+03:00,LOSS,-18.0,3,False
4315,2026-06-05 12:00:00+03:00,2026-06-05,Fast Impulse Breakout,SELL,Break below 20m low + 22.5 moves impulse,1.16365,2.0,18.0,22.5,1.16348,1.16366,1.16323,1.16366,2026-06-05 12:02:00+03:00,LOSS,-18.0,2,False
4320,2026-06-05 12:05:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 39.0 moves from recent low + green candle,1.16346,1.0,18.5,36.0,1.16386,1.16368,1.16411,1.16411,2026-06-05 12:13:00+03:00,WIN,25.0,8,False
4328,2026-06-05 12:13:00+03:00,2026-06-05,Fast Impulse Breakout,BUY,Break above 20m high + 39.5 moves impulse,1.16402,3.0,34.0,39.5,1.16436,1.16418,1.16461,1.16418,2026-06-05 12:14:00+03:00,LOSS,-18.0,1,False
4336,2026-06-05 12:21:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 41.5 moves from recent low + green candle,1.16391,5.0,22.0,10.5,1.16435,1.16417,1.1646,1.16417,2026-06-05 12:25:00+03:00,LOSS,-18.0,4,False
4343,2026-06-05 12:28:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 46.0 moves from recent high + red candle,1.16444,5.0,9.5,32.5,1.16395,1.16413,1.1637,1.16391,2026-06-05 12:48:00+03:00,WIN,4.0,20,False
4405,2026-06-05 13:30:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 38.5 moves from recent low + green candle,1.16394,3.0,11.0,20.0,1.16434,1.16416,1.16459,1.16416,2026-06-05 13:38:00+03:00,LOSS,-18.0,8,False
4411,2026-06-05 13:36:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 26.0 moves from recent high + red candle,1.16443,2.0,14.0,21.0,1.16416,1.16434,1.16391,1.16391,2026-06-05 13:52:00+03:00,WIN,25.0,16,False
4416,2026-06-05 13:41:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 32.5 moves from recent high + red candle,1.16441,1.0,12.0,9.0,1.16408,1.16426,1.16383,1.16426,2026-06-05 13:45:00+03:00,LOSS,-18.0,4,False
4424,2026-06-05 13:49:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 22.5 moves from recent high + red candle,1.16425,4.0,16.0,10.0,1.16401,1.16419,1.16376,1.16376,2026-06-05 14:04:00+03:00,WIN,25.0,15,False
4437,2026-06-05 14:02:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 26.0 moves from recent high + red candle,1.16405,4.0,12.5,19.5,1.16377,1.16395,1.16352,1.16377,2026-06-05 14:22:00+03:00,FLAT,0.0,20,False
4461,2026-06-05 14:26:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 29.5 moves from recent low + green candle,1.16357,2.0,16.5,12.5,1.16388,1.1637,1.16413,1.1637,2026-06-05 14:39:00+03:00,LOSS,-18.0,13,False
4474,2026-06-05 14:39:00+03:00,2026-06-05,Fast Impulse Breakout,SELL,Break below 20m low + 25.5 moves impulse,1.16358,3.0,31.0,25.5,1.16353,1.16371,1.16328,1.16371,2026-06-05 14:47:00+03:00,LOSS,-18.0,8,False
4483,2026-06-05 14:48:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 24.5 moves from recent high + red candle,1.1639,4.0,9.0,2.5,1.16364,1.16382,1.16339,1.16382,2026-06-05 14:50:00+03:00,LOSS,-18.0,2,False
4494,2026-06-05 14:59:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 53.0 moves from recent low + green candle,1.16363,1.0,14.0,4.5,1.16416,1.16398,1.16441,1.16398,2026-06-05 15:02:00+03:00,LOSS,-18.0,3,False
4500,2026-06-05 15:05:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 37.5 moves from recent high + red candle,1.16429,4.0,8.0,25.0,1.16389,1.16407,1.16364,1.16407,2026-06-05 15:08:00+03:00,LOSS,-18.0,3,False
4505,2026-06-05 15:10:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 27.5 moves from recent low + green candle,1.16386,3.0,10.5,22.0,1.16415,1.16397,1.1644,1.16397,2026-06-05 15:15:00+03:00,LOSS,-18.0,5,False
4510,2026-06-05 15:15:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 23.5 moves from recent high + red candle,1.16417,4.0,12.0,21.0,1.16391,1.16409,1.16366,1.16366,2026-06-05 15:28:00+03:00,WIN,25.0,13,False
4515,2026-06-05 15:20:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 33.0 moves from recent low + green candle,1.16366,3.0,10.5,7.5,1.16401,1.16383,1.16426,1.16383,2026-06-05 15:24:00+03:00,LOSS,-18.0,4,False
4523,2026-06-05 15:28:00+03:00,2026-06-05,Fast Impulse Breakout,SELL,Break below 20m low + 33.0 moves impulse,1.16366,6.0,18.5,33.0,1.16354,1.16372,1.16329,1.16372,2026-06-05 15:30:00+03:00,LOSS,-18.0,2,True
4528,2026-06-05 15:33:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 43.5 moves from recent low + green candle,1.16114,3.0,39.5,199.0,1.16159,1.16141,1.16184,1.16141,2026-06-05 15:34:00+03:00,LOSS,-18.0,1,False
4533,2026-06-05 15:38:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 28.0 moves from recent low + green candle,1.16054,4.0,18.0,76.0,1.16084,1.16066,1.16109,1.16109,2026-06-05 15:39:00+03:00,WIN,25.0,1,False
4538,2026-06-05 15:43:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 62.0 moves from recent low + green candle,1.16054,2.0,12.5,35.0,1.16117,1.16099,1.16142,1.16099,2026-06-05 15:44:00+03:00,LOSS,-18.0,1,False
4545,2026-06-05 15:50:00+03:00,2026-06-05,Fast Impulse Breakout,SELL,Break below 20m low + 45.0 moves impulse,1.16035,1.0,30.5,45.0,1.16018,1.16036,1.15993,1.15993,2026-06-05 15:53:00+03:00,WIN,25.0,3,False
4551,2026-06-05 15:56:00+03:00,2026-06-05,Fast Impulse Breakout,SELL,Break below 20m low + 68.0 moves impulse,1.15938,4.0,15.5,68.0,1.15933,1.15951,1.15908,1.15908,2026-06-05 15:59:00+03:00,WIN,25.0,3,False
4556,2026-06-05 16:01:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 146.0 moves from recent low + green candle,1.15842,5.0,123.5,51.0,1.1599,1.15972,1.16015,1.15972,2026-06-05 16:02:00+03:00,LOSS,-18.0,1,False
4561,2026-06-05 16:06:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 110.0 moves from recent high + red candle,1.15998,2.0,17.5,99.0,1.15887,1.15905,1.15862,1.15905,2026-06-05 16:08:00+03:00,LOSS,-18.0,2,False
4566,2026-06-05 16:11:00+03:00,2026-06-05,Fast Reversal,SELL,Drop 45.5 moves from recent high + red candle,1.15998,5.0,13.0,63.0,1.1595,1.15968,1.15925,1.15968,2026-06-05 16:12:00+03:00,LOSS,-18.0,1,False
4571,2026-06-05 16:16:00+03:00,2026-06-05,Fast Reversal,BUY,Rise 87.0 moves from recent low + green candle,1.15869,4.0,9.5,4.0,1.15958,1.1594,1.15983,1.15983,2026-06-05 16:21:00+03:00,WIN,25.0,5,False
